index,passenger_name,born,died,age,age_at_death,gender,marital_status,category,ticket_class,job_group,ticket,cabin,embarked,disembarked,country_of_residence,profession,job,pclass,survived,sibsp,parch,fare,boat,body,countryid2,survived_y_n
891,Burrage Arthur Victor Edwards,1891,1951,20,60,Male,Single,Crew,Victualling,,,,Southampton,New York City,England,Plate Steward,Plate Steward,,,,,,,,296,yes
892,Burroughs Arthur Peckham,1877,1912,34,34,Male,Married,Crew,Engine,,,,Southampton,,England,Fireman,Fireman,,,,,,,,297,
893,Burton Edward John,1877,1912,35,35,Male,Single,Crew,Engine,,,,Southampton,,England,Fireman,Fireman,,,,,,,,299,
894,Buss Kate,1875,1972,36,96,Female,Single,Passenger,2nd Class,,27849,,Southampton,New York City,England,0,,2,1,0,0,13,9,,300,yes
895,Butler Reginald Fenton,1886,1912,25,25,Male,Single,Passenger,2nd Class,,234686,,Southampton,,England,Mechanical Engineer,Mechanical Engineer,2,0,0,0,13,,97,301,
896,Butrus-Ka'w? Tann?s,1891,1912,21,21,Male,Married,Passenger,3rd Class,,2648,,Cherbourg,,Syria,Shoemaker,Shoemaker,,,,,,,,1789,
897,Butt Archibald Willingham,1865,1912,46,46,Male,Engaged,Passenger,1st Class,,113050,B38,Southampton,,United States,Military,Military,,,,,,,,1884,
898,Butt Robert Henry,1890,1912,21,21,Male,Single,Crew,Victualling,,,,Southampton,,England,Saloon Steward,Saloon Steward,,,,,,,,303,
899,Butt William John,1881,1912,30,30,Male,Single,Crew,Engine,,,,Southampton,,England,Fireman,Fireman,,,,,,,,302,
900,Butterworth John,1889,1912,23,23,Male,Single,Crew,Victualling,,,,Southampton,,England,Saloon Steward,Saloon Steward,,,,,,,,304,
901,Byles Thomas Roussel Davids,1870,1912,42,42,Male,Single,Passenger,2nd Class,,244310,,Southampton,,England,Priest / Minister,Priest / Minister,2,0,0,0,13,,,305,
902,Byrne James Edward,1867,1912,44,44,Male,Single,Crew,Victualling,,,,Southampton,,England,Bedroom Steward (2nd Class),Bedroom Steward (2nd Class),,,,,,,,306,
903,Bystrˆm Karolina,1872,1964,39,91,Female,Married,Passenger,2nd Class,,236852,,Southampton,New York City,,,,,,,,,,,,yes
907,Cairnes Robert,1862,,50,,Male,,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,
519,Cairns Alexander Milne,1883,1912,28,28,Male,Single,Passenger,1st Class,Servant,113798,B-86,Southampton,,,,,,,,,,,,,
908,Calderhead Edward Pennington,1869,1961,42,91,Male,Married,Passenger,1st Class,,17476,E24,Southampton,New York City,United States,0,,1,1,0,0,26.2875,5,,1886,yes
909,Calderwood Hugh,1879,1912,33,33,Male,Single,Crew,Engine,,,,Belfast,,England,Trimmer,Trimmer,,,,,,,,307,
910,Caldwell Albert Francis,1885,1977,26,91,Male,Married,Passenger,2nd Class,,248738,,Southampton,New York City,Siam,0,,2,1,1,1,29,13,,1631,yes
911,Caldwell Alden Gates,1911,1992,0,81,Male,,Passenger,2nd Class,,248738,,Southampton,New York City,Siam,0,,2,1,0,2,29,13,,1632,yes
912,Caldwell Sylvia Mae,1883,1965,28,81,Female,Married,Passenger,2nd Class,,248738,,Southampton,New York City,United States,0,,2,1,1,1,29,13,,1887,yes
913,Cameron Clear Annie,1877,1962,35,84,Female,Single,Passenger,2nd Class,,13528,,Southampton,New York City,England,Personal Maid,Personal Maid,2,1,0,0,21,14,,308,yes
914,Campbell Donald Samuel,1884,1912,28,28,Male,Single,Crew,Victualling,,,,Southampton,,England,3rd Class Clerk,3rd Class Clerk,,,,,,,,309,
485,Campbell William,1891,1912,20,20,Male,Single,Passenger,2nd Class,H&W Guarantee Group,239853,,Belfast,,Ireland,Carpenter / Joiner,Carpenter / Joiner,2,0,0,0,0,,,1483,
915,Canavan Mary,1889,1912,22,22,Female,Single,Passenger,3rd Class,,364846,,Queenstown,,Ireland,0,,,,,,,,,1484,
916,Canavan Patrick,1890,1912,21,21,Male,Single,Passenger,3rd Class,,364858,,Queenstown,,Ireland,General Labourer,General Labourer,3,0,0,0,7.75,,,1485,
917,Candee Helen Churchill,1859,1949,52,89,Female,Married,Passenger,1st Class,,17606,,Cherbourg,New York City,United States,Writer,Writer,,,,,,,,1888,yes
918,Cann Ernest,1883,1912,29,29,Male,Married,Passenger,3rd Class,,2152,,Southampton,,England,Miner,Miner,,,,,,,,310,
919,Canner John,1872,1912,40,40,Male,Single,Crew,Engine,,,,Southampton,,England,Fireman,Fireman,,,,,,,,311,
920,Caram Joseph,1884,1912,28,28,Male,,Passenger,3rd Class,,2689,,Cherbourg,,Canada,Merchant,Merchant,,,,,,,,62,
921,Caram Maria Elias,1894,1912,18,18,Female,,Passenger,3rd Class,,2689,,Cherbourg,,Syria,Housekeeper,Housekeeper,,,,,,,,1790,
922,Carbines William,1893,1912,19,19,Male,Single,Passenger,2nd Class,,28424,,Southampton,,England,Miner,Miner,2,0,0,0,13,,18,312,
923,Cardeza Charlotte Wardle,1854,1939,58,85,Female,Married,Passenger,1st Class,,17755,B51/53/55,Cherbourg,New York City,United States,0,,1,1,0,1,512.3292,3,,1889,yes
924,Cardeza Thomas Drake Martinez,1875,1952,36,77,Male,Married,Passenger,1st Class,,17755,B51/53/55,Cherbourg,New York City,United States,Gentleman,Gentleman,1,1,0,1,512.3292,3,,1890,yes
925,Cardwell John,1879,1963,32,84,Male,Married,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,
926,Carlsson August Sigfrid,1884,1912,28,28,Male,Married,Passenger,3rd Class,,350042,,Southampton,,Sweden,Farmer,Farmer,3,0,0,0,7.7958,,,1680,
927,Carlsson Carl Robert,1888,1912,24,24,Male,,Passenger,3rd Class,,350409,,Southampton,,Sweden,General Labourer,General Labourer,3,0,0,0,7.8542,,,1679,
928,Carlsson Frans Olof,1878,1912,33,33,Male,Single,Passenger,1st Class,,695,,Southampton,,United States,0,,1,0,0,0,5,,,1891,
929,Carney William John,1881,1912,31,31,Male,Single,Crew,Victualling,,,,Southampton,,England,Lift Steward,Lift Steward,,,,,,,,313,
930,Carr Jane,1867,1912,45,45,Female,Single,Passenger,3rd Class,,368364,,Queenstown,,Ireland,0,,,,,,,,,1486,
931,Carr Richard Stephen,1884,1912,27,27,Male,Engaged,Crew,Engine,,,,Southampton,,England,Trimmer,Trimmer,,,,,,,,314,
933,Carra˙-Esteves JosÈ Pedro,1894,1912,17,17,Male,,Passenger,1st Class,,113059,,Southampton,,Uruguay,0,,,,,,,,,2116,
932,Carrau Francisco Mauro Severiano,1884,1912,27,27,Male,,Passenger,1st Class,,113059,,Southampton,,Uruguay,0,,,,,,,,,2115,
934,Carruthers Francis,,,,,Male,,Passenger,1st Class,,,,Belfast,Southampton,,,,,,,,,,,,
935,Carson James,1875,1950,36,74,Male,Married,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,
936,Carter Ernest Courtenay,1858,1912,54,54,Male,Married,Passenger,2nd Class,,244252,,Southampton,,England,Priest / Minister,Priest / Minister,2,0,1,0,26,,,316,
937,Carter James,1866,1912,46,46,Male,Married,Crew,Engine,,,,Southampton,,England,Fireman,Fireman,,,,,,,,318,
938,Carter Lilian,1867,1912,45,45,Female,Married,Passenger,2nd Class,,244252,,Southampton,,England,0,,2,0,1,0,26,,,317,
939,Carter Lucile,1875,1934,36,59,Female,Married,Passenger,1st Class,,113760,B96/98,Southampton,New York City,United States,0,,1,1,1,2,120,4,,1893,yes
940,Carter Lucile Polk,1897,1962,14,64,Female,,Passenger,1st Class,,113760,B96/98,Southampton,New York City,United States,0,,1,1,1,2,120,4,,1894,yes
941,Carter William Ernest,1875,1940,36,64,Male,Married,Passenger,1st Class,,113760,B96/98,Southampton,New York City,United States,Businessman,Businessman,1,1,1,2,120,C,,1892,yes
942,Carter William Thornton II,1900,1985,11,84,Male,,Passenger,1st Class,,113760,B96/98,Southampton,New York City,United States,0,,1,1,1,2,120,4,,1895,yes
943,Cartwright James Edward,1879,1912,33,33,Male,Single,Crew,Victualling,,,,Belfast,,England,Saloon Steward,Saloon Steward,,,,,,,,319,
944,Carver Alfred John,1884,1912,27,27,Male,,Passenger,3rd Class,,370160,,Southampton,,England,Seaman,Seaman,,,,,,,,320,
945,Casali Giulio,1880,1912,32,32,Male,Single,Crew,A la Carte,,,,Southampton,,England,Waiter,Waiter,,,,,,,,321,
946,Case Howard Brown,1863,1912,49,49,Male,Married,Passenger,1st Class,,19924,,Southampton,,England,0,,1,0,0,0,26,,,322,
947,Casey Thomas,1867,1912,44,44,Male,Single,Crew,Engine,,,,Southampton,,England,Trimmer,Trimmer,,,,,,,,323,
948,Cassebeer Eleanor Genevieve,1875,,36,,Female,Married,Passenger,1st Class,,17770,,Cherbourg,New York City,United States,0,,,,,,,,,1896,yes
949,Cassidy William John,1881,1953,30,72,Male,Married,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,
950,Casswill Charles,1877,1912,34,34,Male,Married,Crew,Victualling,,,,Southampton,,England,Saloon Steward,Saloon Steward,,,,,,,,324,
951,Castleman Edward,1874,1912,37,37,Male,Married,Crew,Engine,,,,Southampton,,England,Greaser,Greaser,,,,,,,,325,
952,Caton Annie,1879,1947,33,68,Female,Single,Crew,Victualling,,,,Southampton,New York City,England,Turkish Bath Stewardess,Turkish Bath Stewardess,,,,,,,,326,yes
953,Caunt William Ewart,1884,1912,28,28,Male,Married,Crew,Victualling,,,,Southampton,,England,Grill Cook,Grill Cook,,,,,,,,327,
954,Cave Herbert,1873,1912,39,39,Male,Married,Crew,Victualling,,,,Belfast,,England,Saloon Steward (1st class),Saloon Steward (1st class),,,,,,,,328,
955,Cavell George Henry,1889,1966,22,75,Male,Single,Crew,Engine,,,,Southampton,New York City,England,Trimmer,Trimmer,,,,,,,,329,yes
956,Cavendish Julia Florence,1886,1963,25,76,Female,Married,Passenger,1st Class,,19877,C46,Southampton,New York City,England,0,,,,,,,,,331,yes
957,Cavendish Tyrell William,1875,1912,36,36,Male,Married,Passenger,1st Class,,19877,C46,Southampton,,England,0,,1,0,1,0,78.85,,172,330,
958,Cecil Charles Thomas,1891,1912,21,21,Male,Single,Crew,Victualling,,,,Southampton,,England,Steward,Steward,,,,,,,,332,
959,Celotti Francesco,1888,1912,24,24,Male,,Passenger,3rd Class,,343275,,Southampton,,,,,3,0,0,0,8.05,,,,
960,Chaboisson Adrien Firmin,1886,1912,25,25,Male,,Crew,A la Carte,,,,Southampton,,England,Roast Cook,Roast Cook,,,,,,,,333,
961,Chaffee Carrie Constance,1864,1931,47,66,Female,Married,Passenger,1st Class,,5734,E31,Southampton,New York City,United States,0,,1,1,1,0,61.175,4,,1898,yes
962,Chaffee Herbert Fuller,1865,1912,46,46,Male,,Passenger,1st Class,,5734,E31,Southampton,,United States,0,,1,0,1,0,61.175,,,1897,
963,Chambers Bertha,1879,1959,32,80,Female,Married,Passenger,1st Class,,113806,E8,Southampton,New York City,United States,0,,,,,,,,,1900,yes
964,Chambers Norman Campbell,1884,1966,27,81,Male,Married,Passenger,1st Class,,113806,E8,Southampton,New York City,United States,0,,1,1,1,0,53.1,5,,1899,yes
965,Chapman Charles Henry,1860,1912,51,51,Male,Widowed,Passenger,2nd Class,,248731,,Southampton,,United States,0,,,,,,,,,1901,
966,Chapman John Henry,1875,1912,37,37,Male,Married,Passenger,2nd Class,,29037,,Southampton,,England,Cemetery Labourer,Cemetery Labourer,2,0,1,0,26,,17,335,
967,Chapman Joseph Charles,1879,1939,32,59,Male,Married,Crew,Victualling,,,,Southampton,New York City,England,"Boots steward, 2nd class","Boots steward, 2nd class",,,,,,,,334,yes
968,Chapman Sarah Elizabeth,1882,1912,30,30,Female,Married,Passenger,2nd Class,,29037,,Southampton,,England,0,,,,,,,,,336,
969,Charman John James,1886,1912,25,25,Male,Single,Crew,Victualling,,,,Southampton,,England,Saloon Steward (2nd class),Saloon Steward (2nd class),,,,,,,,337,
970,Charters David,1891,1912,20,20,Male,Single,Passenger,3rd Class,,13032,,Queenstown,,Ireland,General Labourer,General Labourer,,,,,,,,1487,
520,Chaudanson Victorine,1875,1962,36,86,Female,Single,Passenger,1st Class,Servant,17608,B61,Cherbourg,New York City,,,,1,1,0,0,262.375,4,,,yes
971,Cheevers William,1880,1914,31,33,Male,Married,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,
972,Cherrett William Victor,1887,1912,24,24,Male,Single,Crew,Engine,,,,Southampton,,England,Fireman,Fireman,,,,,,,,338,
973,Cherry Gladys,1881,1965,30,83,Female,Single,Passenger,1st Class,,110152,B77,Southampton,New York City,England,Of Independent Means,Of Independent Means,1,1,0,0,86.5,8,,339,yes
974,Cheverton William Frederick,1884,1912,27,27,Male,Single,Crew,Victualling,,,,Belfast,,England,Saloon Steward (1st class),Saloon Steward (1st class),,,,,,,,340,
975,ChevrÈ Paul Romaine Marie LÈonce,1866,1914,45,47,Male,Single,Passenger,1st Class,,17594,A9,Cherbourg,New York City,,,,,,,,,,,,yes
976,Chibnall Edith Martha Bowerman,1864,1953,48,89,Female,Married,Passenger,1st Class,,113505,E33,Southampton,New York City,England,Of Independent Means,Of Independent Means,,,,,,,,341,yes
977,Chip Chang,1880,1914,32,34,Male,Single,Passenger,3rd Class,,1601,,Southampton,New York City,,,,3,1,0,0,56.4958,C,,,yes
486,Chisholm Roderick,1868,1912,43,43,Male,Married,Passenger,1st Class,H&W Guarantee Group,112051,,Belfast,,Ireland,Draughtsman,Draughtsman,,,,,,,,1488,
978,Chisnall George Alexander,1875,1912,36,36,Male,Married,Crew,Engine,,,,Belfast,,England,Boilermaker,Boilermaker,,,,,,,,342,
979,Chitty Archibald George,1883,1912,28,28,Male,,Crew,Victualling,,,,Southampton,,England,Third Class Steward,Third Class Steward,,,,,,,,343,
980,Chitty George Henry,1862,1912,50,50,Male,Widowed,Crew,Victualling,,,,Southampton,,England,Baker,Baker,,,,,,,,344,
981,Chorley John Henry,1887,1912,25,25,Male,Single,Crew,Engine,,,,Southampton,,England,Fireman,Fireman,,,,,,,,345,
982,Christmann Emil,1883,1912,29,29,Male,,Passenger,3rd Class,,343276,,Southampton,,England,Clerk,Clerk,3,0,0,0,8.05,,,346,
983,Christmas Herbert Harry,1878,1912,34,34,Male,Married,Crew,Victualling,,,,Southampton,,England,Assistant Saloon Steward (2nd class),Assistant Saloon Steward (2nd class),,,,,,,,347,
984,Christy Alice Frances,1860,1939,52,79,Female,Married,Passenger,2nd Class,,237789,,Southampton,New York City,England,0,,,,,,,,,348,yes
985,Christy Rachel Juli Cohen,1887,1931,25,44,Female,Single,Passenger,2nd Class,,237789,,Southampton,New York City,England,0,,2,1,1,1,30,12,,349,yes
986,Chronopoulos Apostolos M.,1886,1912,26,26,Male,,Passenger,3rd Class,,2680,,Cherbourg,,,,,3,0,1,0,14.4542,,,,
987,Chronopoulos Dimitrios M.,1891,1912,21,21,Male,,Passenger,3rd Class,,2680,,Cherbourg,,,,,,,,,,,,,
988,Clark Virginia Estelle,1885,1958,26,73,Female,Married,Passenger,1st Class,,13508,C89,Cherbourg,New York City,United States,0,,1,1,1,0,136.7792,4,,1903,yes
989,Clark Walter Miller,1884,1912,27,27,Male,Married,Passenger,1st Class,,13508,C89,Cherbourg,,United States,0,,1,0,1,0,136.7792,,,1902,
990,Clark William,1869,,42,,Male,Single,Crew,Engine,,,,Southampton,New York City,England,Fireman,Fireman,,,,,,,,350,yes
991,Clarke Ada Maria,1883,1953,28,69,Female,Married,Passenger,2nd Class,,2003,,Southampton,New York City,England,0,,2,1,1,0,26,14,,352,yes
992,Clarke Charles Valentine,1883,1912,29,29,Male,Married,Passenger,2nd Class,,2003,,Southampton,,England,Dairy Worker,Dairy Worker,2,0,1,0,26,,,351,
499,Clarke John Frederick Preston,1883,1912,28,28,Male,Single,Passenger,2nd Class,Musician,250654,E,Southampton,,England,Musician,Musician,,,,,,,,353,
521,Cleaver Alice Catherine,1889,1984,22,95,Female,Single,Passenger,1st Class,Servant,113781,,Southampton,New York City,England,Nursemaid,Nursemaid,1,1,0,0,151.55,11,,354,yes
993,Cleland James,1881,1929,30,47,Male,Married,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,
994,Clench Frederick Charles,1878,1930,33,51,Male,Single,Crew,Deck,,,,Southampton,New York City,England,Able Seaman,Able Seaman,,,,,,,,355,yes
995,Clench George James,1881,1912,31,31,Male,Single,Crew,Deck,,,,Southampton,,England,Able Seaman,Able Seaman,,,,,,,,356,
996,Clifford George Quincy,1871,1912,40,40,Male,Married,Passenger,1st Class,,110465,A14,Southampton,,United States,0,,,,,,,,,1904,
997,Cochrane Robert,1867,,44,,Male,Married,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,
998,Coe Harry,1890,1912,21,21,Male,Married,Crew,Engine,,,,Southampton,,England,Trimmer,Trimmer,,,,,,,,357,
999,Coelho Domingos Fernandeo,1891,1912,20,20,Male,Single,Passenger,3rd Class,,3101307,,Southampton,,,,,3,0,0,0,7.05,,,,
1000,Cohen Gurshon,1892,1978,19,85,Male,Single,Passenger,3rd Class,,3540,,Southampton,New York City,England,Printer / Compositor,Printer / Compositor,,,,,,,,359,yes
1001,Colbert Patrick,1887,1912,24,24,Male,Single,Passenger,3rd Class,,371109,,Queenstown,,Ireland,Railway Porter,Railway Porter,3,0,0,0,7.25,,,1489,
1002,Coleman Albert Edward,1883,1912,28,28,Male,Married,Crew,Victualling,,,,Southampton,,England,Saloon Steward (1st class),Saloon Steward (1st class),,,,,,,,360,
1003,Coleman John,1854,1912,57,57,Male,Married,Crew,Engine,,,,Belfast,,England,Engineers' Mess steward,Engineers' Mess steward,,,,,,,,361,
1004,Coleridge Reginald Charles,1883,1912,29,29,Male,Single,Passenger,2nd Class,,14263,,Southampton,,England,Advertising Consultant,Advertising Consultant,2,0,0,0,10.5,,,362,
1005,Colgan Joseph,1879,,33,,Male,,Crew,Victualling,,,,Southampton,New York City,England,Scullion,Scullion,,,,,,,,363,yes
1006,Collander Erik Gustaf,1884,1912,27,27,Male,,Passenger,2nd Class,,248740,,Southampton,,Finland,0,,,,,,,,,1358,
1007,Collett Sidney Clarence Stuart,1887,1941,25,53,Male,Single,Passenger,2nd Class,,28034,,Southampton,New York City,England,0,,,,,,,,,364,yes
1008,Colley Edward Pomeroy,1875,1912,37,37,Male,Single,Passenger,1st Class,,5727,E58,Southampton,,Ireland,Civil Engineer,Civil Engineer,,,,,,,,1490,
1009,Collins John,1874,1950,38,76,Male,Married,Crew,Engine,,,,Southampton,New York City,England,Scullion,Fireman,,,,,,,,365,yes
1010,Collins John,1894,1941,17,46,Male,Single,Crew,Victualling,,,,Southampton,New York City,,,,,,,,,,,,yes
1011,Collyer Charlotte Caroline,1881,1916,30,35,Female,Married,Passenger,2nd Class,,31921,,Southampton,New York City,England,0,,2,1,1,1,26.25,14,,367,yes
1012,Collyer Harvey,1880,1912,31,31,Male,Married,Passenger,2nd Class,,31921,,Southampton,,England,Grocer,Grocer,2,0,1,1,26.25,,,366,
1013,Collyer Marjorie Lottie,1904,1965,8,61,Female,,Passenger,2nd Class,,31921,,Southampton,New York City,England,0,,2,1,0,2,26.25,14,,368,yes
1014,Combes George,1877,1916,34,38,Male,Married,Crew,Engine,,,,Southampton,New York City,England,Fireman,Fireman,,,,,,,,369,yes
1015,Compton Alexander Taylor jr,1874,1912,37,37,Male,,Passenger,1st Class,,17756,E52,Cherbourg,,United States,0,,1,0,1,1,83.1583,,,1907,
1016,Compton Mary Eliza,1847,1930,64,83,Female,Widowed,Passenger,1st Class,,17756,E45,Cherbourg,New York City,United States,0,,1,1,0,2,83.1583,14,,1905,yes
1017,Compton Sara Rebecca,1872,1952,39,80,Female,Single,Passenger,1st Class,,17756,E49,Cherbourg,New York City,United States,0,,1,1,1,1,83.1583,14,,1906,yes
1018,Conlin Thomas Henry,1880,1912,30,30,Male,Engaged,Passenger,3rd Class,,21332,,Queenstown,,United States,General Labourer,General Labourer,,,,,,,,1908,
1019,Connaughton Michael,1872,1912,40,40,Male,Single,Passenger,3rd Class,,335097,,Queenstown,,Ireland,Bus Driver,Bus Driver,,,,,,,,1492,
1020,Connolly Catherine,1888,1948,23,60,Female,Single,Passenger,3rd Class,,370373,,Queenstown,New York City,Ireland,0,,3,1,0,0,7.75,13,,1493,yes
1021,Connolly Kate,1870,1912,41,41,Female,Single,Passenger,3rd Class,,330972,,Queenstown,,Ireland,0,,3,0,0,0,7.6292,,,1494,
1022,Connor James,1866,,46,,Male,,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,
1023,Connor Thomas,1873,,39,,Male,,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,
1024,Connors Patrick,1846,1912,66,66,Male,Widowed,Passenger,3rd Class,,370369,,Queenstown,,Ireland,Farm Labourer,Farm Labourer,,,,,,,,1495,
1025,Conway Percy Walter,1887,1912,25,25,Male,Single,Crew,Victualling,,,,Belfast,,England,Saloon Steward (2nd class),Saloon Steward (2nd class),,,,,,,,370,
1026,Cook Gilbert William,1880,1912,32,32,Male,Single,Crew,Victualling,,,,Southampton,,,,,,,,,,,,,
1027,Cook Jacob,1869,1912,43,43,Male,,Passenger,3rd Class,,3536,,Southampton,,,,,3,0,0,0,8.05,,,,
1028,Cook Selena,1890,1964,22,74,Female,Married,Passenger,2nd Class,,14266,F33,Southampton,New York City,England,0,,2,1,0,0,10.5,14,,371,yes
1029,Coombs Charles Augustus,1867,1912,45,45,Male,Married,Crew,Victualling,,,,Southampton,,England,Assistant Cook,Assistant Cook,,,,,,,,372,
1030,Cooper H.,1886,1912,25,25,Male,Single,Crew,Engine,,,,Southampton,,England,Fireman,Fireman,,,,,,,,373,
1031,Cooper James Edward,1886,1912,26,26,Male,Single,Crew,Engine,,,,Southampton,,England,Trimmer,Trimmer,,,,,,,,374,
1032,Copperthwaite Albert Harry,1883,1912,28,28,Male,Married,Crew,Engine,,,,Southampton,,England,Fireman,Fireman,,,,,,,,375,
1033,Corben Ernest Theodore,1885,1912,27,27,Male,Married,Crew,Victualling,,,,Southampton,,England,Assistant Printer Steward,Assistant Printer Steward,,,,,,,,376,
1034,Corbett Irene,1881,1912,30,30,Female,Married,Passenger,2nd Class,,237249,,Southampton,,United States,Musician,Musician,2,0,0,0,13,,,1909,
1035,Corcoran Dennis,1879,1912,33,33,Male,,Crew,Engine,,,,Southampton,,England,Fireman,Fireman,,,,,,,,377,
1036,Corey Mary Emma,1879,1912,32,32,Female,Married,Passenger,2nd Class,,13534,,Southampton,,,,,,,,,,,,,
1037,Cornaire Marcel Raymond AndrÈ,1892,1912,19,19,Male,,Crew,A la Carte,,,,Southampton,,England,Assistant Roast Cook,Assistant Roast Cook,,,,,,,,378,
1038,Cornblatt Harris,1882,1912,30,30,Male,Married,Passenger,3rd Class,,SOTON/OQ 392090,,Southampton,,England,Upholsterer,Upholsterer,,,,,,,,379,
1039,Cornell Malvina Helen,1856,1941,55,84,Female,Married,Passenger,1st Class,,11770,C101,Southampton,New York City,United States,0,,1,1,2,0,25.7,2,,1910,yes
1040,Corr Ellen,1895,1980,16,84,Female,Single,Passenger,3rd Class,,367231,,Queenstown,New York City,Ireland,0,,,,,,,,,1496,yes
1041,Cosgrove John,1893,,19,,Male,Single,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,
1042,Cosgrove William James Gilligan,1888,1962,24,74,Male,Married,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,
1043,Cotterill Henry,1891,1912,21,21,Male,Single,Passenger,2nd Class,,29107,,Southampton,,England,Carpenter / Joiner,Carpenter / Joiner,2,0,0,0,11.5,,,380,
555,Cotton Alfred,1876,1912,35,35,Male,Married,Crew,Engine,Substitute Crew,,,Southampton,,England,Trimmer,Trimmer,,,,,,,,381,
1044,Couch Frank,1884,1912,27,27,Male,Single,Crew,Deck,,,,Southampton,,England,Able Seaman,Able Seaman,,,,,,,,382,
1045,Couch Joseph Henry,1862,1912,49,49,Male,,Crew,Engine,,,,Southampton,,England,Greaser,Greaser,,,,,,,,383,
1046,Couper Robert Frederick William,1882,1941,30,59,Male,Married,Crew,Engine,,,,Southampton,New York City,England,Fireman,Fireman,,,,,,,,384,yes
1047,Coutin Auguste Louis,1884,1912,28,28,Male,Widowed,Crew,A la Carte,,,,Southampton,,England,EntrÈe Cook,EntrÈe Cook,,,,,,,,385,
1048,Coutts Minnie,1876,1960,36,84,Female,Married,Passenger,3rd Class,,37671,,Southampton,New York City,England,0,,3,1,0,2,15.9,2,,386,yes
1049,Coutts Neville Leslie,1908,1977,3,68,Male,,Passenger,3rd Class,,37671,,Southampton,New York City,England,0,,3,1,1,1,15.9,2,,388,yes
1050,Coutts William Loch,1902,1957,9,55,Male,,Passenger,3rd Class,,37671,,Southampton,New York City,England,0,,3,1,1,1,15.9,2,,387,yes
1051,Cox William Denton,1882,1912,30,30,Male,Single,Crew,Victualling,,,,Southampton,,England,Third class steward,Third class steward,,,,,,,,389,
1052,Coxon Daniel,1853,1912,58,58,Male,Single,Passenger,3rd Class,,364500,,Southampton,,England,Dealer,Dealer,,,,,,,,390,
1053,Coy Francis Ernest George,1885,1912,27,27,Male,Married,Crew,Engine,,,,Belfast,,England,Junior Assistant 3rd. Engineer,Junior Assistant 3rd. Engineer,,,,,,,,391,
1054,Crabb Henry James,1889,1912,23,23,Male,Single,Crew,Engine,,,,Southampton,,England,Trimmer,Trimmer,,,,,,,,392,
1055,Crafter Frederick Horace,1891,1960,20,68,Male,Single,Crew,Victualling,,,,Southampton,New York City,England,Saloon Steward (1st class),Saloon Steward (1st class),,,,,,,,393,yes
1056,Crafton John Bertram,1853,1912,58,58,Male,Married,Passenger,1st Class,,113791,,Southampton,,United States,Businessman,Businessman,,,,,,,,1911,
1057,Craig David,1879,,33,,Male,,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,
1058,Craig John,1883,,29,,Male,,Crew,Engine,,,,Belfast,Southampton,,,,,,,,,,,,
1059,Crawford Alfred George,1869,1938,43,68,Male,Married,Crew,Victualling,,,,Belfast,New York City,England,Bed Room Steward,Bed Room Steward,,,,,,,,394,yes
1060,Crease Ernest James,1892,1912,20,20,Male,,Passenger,3rd Class,,3464,,Southampton,,England,Tinsmith,Tinsmith,,,,,,,,395,
1061,Creese Henry Philip,1867,1912,45,45,Male,Married,Crew,Engine,,,,Belfast,,England,Deck Engineer,Deck Engineer,,,,,,,,396,
1062,Cribb John Hatfield,1868,1912,43,43,Male,Married,Passenger,3rd Class,,371362,,Southampton,,England,Butler,Butler,,,,,,,,397,
1063,Cribb Laura May,1895,1974,16,78,Female,Single,Passenger,3rd Class,,371362,,Southampton,New York City,England,Shop Assistant,Shop Assistant,,,,,,,,398,yes
1064,Crimmins James,1891,1956,21,64,Male,Single,Crew,Engine,,,,Southampton,New York City,England,Fireman,Fireman,,,,,,,,399,yes
1065,Crisp Albert Hector,1872,1912,39,39,Male,Married,Crew,Victualling,,,,Belfast,,England,Saloon Steward,Saloon Steward,,,,,,,,400,
1066,Crispin William,1878,1912,33,33,Male,Married,Crew,Victualling,,,,Southampton,,England,Glory Hole Steward,Glory Hole Steward,,,,,,,,401,
1067,Crosbie John Borthwick,1867,1912,45,45,Male,Married,Crew,Victualling,,,,Southampton,,England,Turkish Bath Attendant,Turkish Bath Attendant,,,,,,,,402,
1068,Crosby Catherine Elizabeth,1847,1920,64,72,Female,Married,Passenger,1st Class,,5735,B22,Southampton,New York City,United States,0,,1,1,1,1,26.55,7,,1913,yes
1069,Crosby Edward Gifford,1842,1912,70,70,Male,Married,Passenger,1st Class,,5735,B22,Southampton,,United States,0,,1,0,1,1,71,,269,1912,
1070,Crosby Harriette Rebecca,1872,1941,39,68,Female,Single,Passenger,1st Class,,112901,B26,Southampton,New York City,France,0,,,,,,,,,1412,yes
